Index,busmap
way/23615328-132,GB 14
way/23751377-132,GB 15
way/23752575-132,GB 17
way/23988786-400,GB 2
way/23989200-132,GB 2
way/24165071-400,GB 6
way/24403541-132,GB 2
way/24403542-132,GB 2
way/24783163-132,GB 9
way/78861453-132,GB 2
way/25406672-132,GB 16
way/25492768-132,GB 16
way/25492769-275,GB 16
way/25629803-400,GB 16
way/25784735-275,GB 14
way/25893933-132,GB 10
way/25935453-400,GB 6
way/26520113-132,GB 8
way/531721354-400,GB 1
way/26696801-132,GB 6
way/26704015-132,GB 23
way/26711240-132,GB 9
way/26711660-132,GB 9
way/26711808-132,GB 9
way/26835535-132,GB 14
way/26938722-400,GB 1
way/27122203-132,GB 14
way/27332350-275,GB 23
way/27629420-132,GB 7
way/27669698-132,GB 2
way/28035849-132,GB 15
way/28194931-275,GB 14
way/28244687-132,GB 1
way/28308247-132,GB 11
way/28541134-132,GB 15
way/28691559-400,GB 9
way/28881079-132,GB 11
way/29083288-132,GB 15
way/29111844-400,GB 10
way/29112275-132,GB 10
way/29183911-132,GB 6
way/30451161-132,GB 10
way/30780614-132,GB 14
way/30930911-275,GB 15
way/30978687-132,GB 14
way/31015820-400,GB 8
way/31536581-132,GB 15
way/31536593-132,GB 15
way/31545125-400,GB 14
way/31865073-132,GB 11
way/31979098-132,GB 11
way/32075668-275,GB 23
way/32227788-400,GB 11
way/32342648-275,GB 23
way/32604320-275,GB 8
way/32606602-132,GB 14
way/32648083-132,GB 2
way/32689149-132,GB 14
way/32790852-132,GB 14
way/32796576-400,GB 4
way/33651316-132,GB 6
way/33779072-132,GB 14
way/33917128-400,GB 16
way/34064277-132,GB 14
way/34205588-400,GB 1
way/34656007-400,GB 1
way/160011230-132,GB 14
way/34913298-132,GB 1
way/35398532-132,GB 5
way/35622995-132,GB 16
way/35692132-132,GB 15
way/36989476-132,GB 12
way/38114090-132,GB 5
way/38528291-400,GB 12
way/38532487-132,GB 8
way/39679810-275,GB 8
way/40017356-132,GB 5
way/40685663-275,GB 23
way/41710456-400,GB 8
way/41750231-132,GB 8
way/41756324-132,GB 8
way/41760772-132,GB 6
way/41806760-132,GB 8
way/41880378-132,GB 6
way/42029250-132,GB 6
way/42275030-132,GB 6
way/42359972-132,GB 14
way/130867617-132,GB 7
way/42439512-132,GB 7
way/42440859-132,GB 7
way/42799593-132,GB 7
way/42800878-400,GB 7
way/42856325-132,GB 7
way/43472283-400,GB 21
way/44171617-132,GB 27
way/45087479-275,GB 5
way/45240588-132,GB 7
way/45668133-132,GB 14
way/48876730-400,GB 3
way/49222980-132,GB 10
way/49499923-400,GB 14
way/49601061-400,GB 8
way/49837214-132,GB 14
way/49922626-400,GB 1
way/50827331-132,GB 27
way/51338029-132,GB 27
way/51338779-132,GB 21
way/51451556-132,GB 6
way/52979467-132,GB 26
way/52981856-132,GB 26
way/55284068-275,GB 14
way/55821128-132,GB 25
way/56228736-132,GB 6
way/58117934-132,GB 5
way/59736773-275,GB 24
way/60214655-132,GB 14
way/60911139-132,GB 14
way/60952228-132,GB 9
way/63826145-132,GB 14
way/65734762-132,GB 14
way/68515955-400,GB 27
way/71118225-400,GB 14
way/71119310-132,GB 14
way/71320291-132,GB 14
way/71952789-132,GB 23
way/311129999-132,GB 14
way/75083303-132,GB 14
way/76092766-132,GB 24
way/76386886-132,GB 14
way/76468460-275,GB 23
way/77065229-400,GB 6
way/78699580-132,GB 14
way/81049158-132,GB 15
way/81049238-132,GB 15
way/81049537-132,GB 15
way/247578860-275,GB 15
way/82905151-132,GB 14
way/84803250-275,GB 7
way/86071326-400,GB 24
way/86751793-132,GB 14
way/87200019-132,GB 6
way/87204522-400,GB 14
way/87207123-400,GB 14
way/87207943-132,GB 14
way/87211522-132,GB 14
way/87251342-132,GB 24
way/87260758-132,GB 14
way/395179662-132,GB 6
way/87953830-400,GB 10
way/88127384-132,GB 6
way/88129066-132,GB 6
way/88287125-400,GB 6
way/88304899-132,GB 14
way/88389243-400,GB 2
way/88449729-132,GB 5
way/88816525-132,GB 25
way/89038614-400,GB 6
way/625373236-132,GB 27
way/89414093-132,GB 13
way/89427607-400,GB 31
way/89453364-400,GB 6
way/89573357-400,GB 18
way/89573358-400,GB 18
way/89699558-275,GB 24
way/89700304-132,GB 24
way/89822325-132,GB 2
way/89823813-132,GB 24
way/89836009-275,GB 24
way/89893627-132,GB 27
way/89991537-132,GB 24
way/90099036-400,GB 1
way/90118050-132,GB 20
way/90124841-132,GB 1
way/90125443-400,GB 16
way/90125444-132,GB 16
way/90145971-132,GB 11
way/90145981-132,GB 11
way/90145985-132,GB 11
way/90454028-132,GB 6
way/90534270-400,GB 14
way/90539419-132,GB 14
way/90539496-132,GB 16
way/90539502-132,GB 16
way/90539508-400,GB 16
way/90547674-400,GB 16
way/90547677-132,GB 16
way/785730495-400,GB 16
way/90547685-275,GB 16
way/90609726-132,GB 16
way/90807525-132,GB 24
way/91003253-400,GB 13
way/91010022-400,GB 10
way/91010711-400,GB 10
way/91012657-132,GB 9
way/91034597-132,GB 13
way/91046062-132,GB 23
way/91056548-400,GB 23
way/91079618-132,GB 10
way/91082448-400,GB 9
way/91096498-132,GB 27
way/91130930-132,GB 10
way/91228086-132,GB 10
way/91233623-132,GB 10
way/91300710-132,GB 10
way/91330962-132,GB 10
way/91373886-132,GB 6
way/91582773-132,GB 6
way/91955171-400,GB 21
way/92035137-132,GB 16
way/92144341-132,GB 6
way/92144345-132,GB 6
way/92154697-132,GB 14
way/92160470-132,GB 10
way/92221420-275,GB 14
way/92260628-275,GB 14
way/92307995-132,GB 14
way/92331023-275,GB 16
way/92340133-400,GB 6
way/92342019-132,GB 6
way/92419253-400,GB 15
way/92421814-132,GB 14
way/92442885-132,GB 14
way/92449858-132,GB 14
way/92458761-400,GB 14
way/92460913-400,GB 5
way/92483460-400,GB 7
way/92489440-132,GB 7
way/92529432-400,GB 15
way/92737150-132,GB 15
way/92797623-132,GB 21
way/92837026-132,GB 14
way/93244824-132,GB 16
way/93263973-132,GB 2
way/93299730-400,GB 8
way/93878867-275,GB 15
way/93948541-132,GB 6
way/94070118-132,GB 5
way/94441580-132,GB 20
way/94455803-132,GB 7
way/94482044-132,GB 14
way/94483651-132,GB 15
way/94507831-132,GB 14
way/94530230-400,GB 10
way/94543520-275,GB 14
way/94568198-132,GB 15
way/94568206-132,GB 15
way/94583300-132,GB 11
way/1116929124-132,GB 21
way/95145016-132,GB 14
way/95164702-132,GB 15
way/95166354-132,GB 15
way/95169581-132,GB 15
way/95279334-400,GB 5
way/95279335-132,GB 5
way/95286267-132,GB 20
way/95337024-132,GB 17
way/95338682-400,GB 17
way/95374266-275,GB 24
way/95475599-132,GB 6
way/95742237-132,GB 7
way/95745922-132,GB 7
way/95745925-132,GB 7
way/95749833-400,GB 7
way/95811140-132,GB 14
way/95891663-132,GB 14
way/95894302-132,GB 7
way/95895489-400,GB 7
way/95896505-400,GB 7
way/96014483-132,GB 7
way/96019369-132,GB 7
way/96021088-132,GB 7
way/96021090-132,GB 7
way/96067517-132,GB 14
way/96067520-275,GB 14
way/96107758-400,GB 14
way/96201011-132,GB 14
way/96288586-132,GB 27
way/96338184-132,GB 11
way/96612295-132,GB 10
way/96630594-275,GB 21
way/96905262-400,GB 23
way/97256377-400,GB 15
way/97407178-132,GB 16
way/97551523-400,GB 23
way/97559016-132,GB 23
way/97561542-275,GB 21
way/98323879-132,GB 6
way/98330056-132,GB 2
way/98524677-132,GB 15
way/98532284-132,GB 11
way/98788846-275,GB 7
way/98899051-400,GB 22
way/99267665-132,GB 9
way/99630219-132,GB 6
way/99859057-132,GB 1
way/99900693-132,GB 6
way/99913870-132,GB 1
way/99938839-132,GB 9
way/100009326-132,GB 1
way/100009331-400,GB 1
way/100077745-400,GB 23
way/100722577-132,GB 9
way/100773240-132,GB 10
way/100773252-400,GB 10
way/100775026-132,GB 10
way/100820850-132,GB 10
way/100820853-132,GB 10
way/100861724-132,GB 16
way/100865730-132,GB 16
way/100866655-132,GB 16
way/100873052-132,GB 10
way/101008939-132,GB 10
way/101077623-400,GB 16
way/101078713-132,GB 16
way/101080747-132,GB 14
way/101080761-132,GB 12
way/101080883-132,GB 6
way/101080907-132,GB 13
way/101080945-132,GB 13
way/101086666-132,GB 6
way/101162733-132,GB 7
way/101263176-132,GB 14
way/101312018-275,GB 16
way/101365758-275,GB 7
way/102029367-132,GB 8
way/102042771-132,GB 9
way/102103443-132,GB 7
way/102147592-275,GB 23
way/102152554-132,GB 8
way/102198808-400,GB 23
way/102268474-132,GB 29
way/102279879-132,GB 6
way/102549055-400,GB 8
way/102722747-132,GB 16
way/102968360-132,GB 6
way/103150854-400,GB 8
way/103829261-400,GB 10
way/103852980-132,GB 10
way/292470578-400,GB 5
way/103915331-132,GB 5
way/103962437-400,GB 5
way/103981269-132,GB 11
way/104372210-132,GB 11
way/104859150-132,GB 9
way/105174483-132,GB 23
way/105304263-275,GB 23
way/105665630-132,GB 12
way/106575454-132,GB 21
way/107429158-132,GB 1
way/107519476-132,GB 14
way/108437408-132,GB 10
way/108520575-132,GB 7
way/108520585-132,GB 7
way/109073025-275,GB 24
way/143783006-400,GB 10
way/109463536-275,GB 16
way/109730296-400,GB 21
way/111528318-275,GB 25
way/111550033-400,GB 23
way/111627660-132,GB 20
way/111705085-132,GB 14
way/112089965-132,GB 8
way/112051790-132,GB 13
way/112695338-132,GB 6
way/113992896-132,GB 10
way/160580055-132,GB 16
way/114515147-132,GB 24
way/115277975-275,GB 27
way/115530033-400,GB 5
way/115530637-132,GB 5
way/115554230-132,GB 5
way/115678830-132,GB 1
way/115770505-132,GB 5
way/115794810-132,GB 5
way/115887437-275,GB 16
way/116508415-132,GB 10
way/116539370-275,GB 16
way/1016427042-132,GB 24
way/116717613-132,GB 16
way/116863176-132,GB 16
way/117106941-132,GB 14
way/117934870-132,GB 1
way/118271051-132,GB 23
way/119315534-275,GB 23
way/119315549-275,GB 23
way/119315557-275,GB 23
way/119616836-400,GB 1
way/119791288-132,GB 6
way/120362783-132,GB 7
way/121820285-275,GB 7
way/123037622-275,GB 7
way/123085620-132,GB 21
way/123129049-275,GB 23
way/123227575-132,GB 3
way/123570701-132,GB 7
way/123866712-275,GB 16
way/123881831-132,GB 5
way/125010129-132,GB 15
way/125860302-275,GB 23
way/125925586-132,GB 2
way/125936747-132,GB 1
way/127019389-132,GB 27
way/127045977-275,GB 27
way/127184694-400,GB 14
way/128108444-132,GB 3
way/128355821-132,GB 8
way/128387734-132,GB 14
way/129407052-132,GB 26
way/130127395-132,GB 29
way/130536090-132,GB 5
way/130870157-132,GB 25
way/130870161-132,GB 25
way/130871516-132,GB 25
way/130886291-132,GB 5
way/131820507-132,GB 13
way/132148236-132,GB 24
way/132828862-132,GB 6
way/135693940-275,GB 15
way/137050527-275,IE
way/138123371-132,GB 5
way/138131146-132,GB 3
way/138165917-132,GB 1
way/139269186-132,GB 10
way/140415309-132,GB 9
way/142185552-275,IE
way/142397822-400,GB 21
way/142741752-400,GB 14
way/142742169-132,GB 14
way/142820201-132,GB 5
way/142841192-400,GB 16
way/142845284-400,GB 18
way/143076692-132,GB 2
way/143076695-132,GB 2
way/143105488-275,GB 23
way/143110887-275,GB 23
way/143221984-275,GB 21
way/143382162-132,GB 23
way/143383456-400,GB 23
way/143388743-275,GB 23
way/143390824-132,GB 23
way/143408586-132,GB 28
way/143557146-132,GB 21
way/143569365-132,GB 1
way/143866216-132,GB 12
way/143905069-400,GB 13
way/144108126-132,GB 20
way/144177647-132,GB 27
way/144325554-132,GB 5
way/144840847-132,GB 1
way/146518920-132,GB 1
way/146867524-132,GB 7
way/147475796-275,GB 16
way/148251646-132,GB 10
way/148266260-275,IE
way/148382435-275,GB 23
way/150705182-132,GB 23
way/1020861477-132,GB 16
way/151553168-132,GB 16
way/151989484-132,GB 1
way/152615782-132,GB 5
way/152714054-132,GB 16
way/152816447-132,GB 22
way/1393671376-275,GB 16
way/153061663-132,GB 16
way/153224649-132,GB 13
way/153341460-132,GB 14
way/153589213-132,GB 14
way/153856113-132,GB 19
way/153884024-275,GB 15
way/155527005-132,GB 1
way/155527012-132,GB 1
way/155644447-132,GB 1
way/155738019-132,GB 1
way/155738495-132,GB 1
way/156127415-132,GB 1
way/156783292-132,GB 5
way/156785138-132,GB 5
way/156886258-132,GB 16
way/156943911-132,GB 21
way/157516210-132,GB 15
way/158044005-132,GB 7
way/159736514-400,GB 16
way/160279525-400,GB 19
way/160616357-275,GB 16
way/160980834-132,GB 14
way/161761945-132,GB 14
way/162124572-275,GB 24
way/163036722-400,GB 15
way/163863818-132,GB 8
way/164372857-132,GB 14
way/164380199-275,GB 16
way/164419224-132,GB 16
way/164419755-132,GB 16
way/165011750-132,GB 23
way/166703758-275,GB 23
way/166703759-275,GB 24
way/166703764-275,GB 23
way/166703766-400,GB 27
way/166764802-275,IE
way/167621580-400,GB 14
way/168101014-132,GB 21
way/169523414-132,GB 15
way/169770501-132,GB 16
way/170647768-132,GB 16
way/172415295-132,GB 15
way/172524916-132,GB 15
way/175473608-132,GB 15
way/176683061-132,GB 7
way/177065871-132,GB 20
way/177180645-132,GB 20
way/177183492-132,GB 20
way/177518118-132,GB 2
way/177855054-132,GB 1
way/178236535-132,GB 16
way/179710461-132,GB 1
way/180185063-132,GB 16
way/181444081-132,GB 14
way/182011039-132,GB 1
way/183904046-275,GB 21
way/183926058-132,GB 1
way/184584639-275,GB 21
way/1362412331-275,GB 16
way/186747789-132,GB 20
way/187044882-132,GB 16
way/187884274-132,GB 20
way/188680391-132,GB 1
way/190511290-400,GB 13
way/193301134-132,GB 20
way/193437135-132,GB 5
way/25406532-400,GB 16
way/193463762-132,GB 14
way/196124981-132,GB 20
way/196124982-132,GB 20
way/198583522-132,GB 8
way/451465909-132,GB 8
way/200333084-132,GB 16
way/200526096-132,GB 9
way/200635683-275,GB 21
way/201078322-132,GB 16
way/201087023-132,GB 16
way/201785667-132,GB 16
way/203539140-132,GB 15
way/203880166-275,GB 14
way/204916242-132,GB 19
way/701436399-400,GB 19
way/205269851-132,GB 13
way/205692153-132,GB 6
way/205831763-132,GB 19
way/205949425-132,GB 1
way/206260022-132,GB 13
way/206385464-132,GB 16
way/206421018-132,GB 5
way/206463629-132,GB 8
way/206647776-132,GB 7
way/207454848-132,GB 28
way/207550769-132,GB 14
way/208762837-132,GB 14
way/208912791-132,GB 16
way/209218268-132,GB 6
way/209404646-400,GB 21
way/211266504-132,GB 16
way/101082325-275,GB 16
way/211549470-132,GB 16
way/212813697-132,GB 16
way/215583948-132,GB 23
way/217158660-132,GB 15
way/218946028-132,GB 14
way/219244460-132,GB 14
way/220124871-132,GB 14
way/221530997-132,GB 21
way/222003787-132,GB 21
way/222205173-275,GB 23
way/222769707-132,GB 20
way/222973780-132,GB 21
way/222987687-275,GB 7
way/223611393-132,GB 7
way/223611397-132,GB 7
way/225759632-275,GB 8
way/227010831-132,GB 16
way/227395337-132,GB 21
way/227495569-275,GB 21
way/34022284-400,GB 8
way/227767019-275,IE
way/227767022-275,IE
way/228459897-132,GB 21
way/228749880-132,GB 21
way/228896562-132,GB 21
way/229023876-132,GB 20
way/230134599-275,IE
way/230901452-132,GB 21
way/232319495-275,GB 29
way/233055610-132,GB 13
way/233056174-132,GB 14
way/233399023-132,GB 26
way/234469805-132,GB 6
way/234472104-132,GB 6
way/235142109-132,GB 23
way/235927580-132,GB 9
way/235990081-132,GB 20
way/236823257-132,GB 7
way/237040045-132,GB 14
way/237043867-132,GB 14
way/237054612-132,GB 14
way/237055004-132,GB 14
way/237063404-132,GB 6
way/237574956-132,GB 23
way/237999120-132,GB 14
way/237999358-132,GB 14
way/238073783-132,GB 6
way/238523057-132,GB 14
way/239134287-132,GB 14
way/240059677-132,GB 22
way/240168944-132,GB 6
way/241491759-275,GB 26
way/241693065-132,GB 16
way/241693067-132,GB 16
way/245443441-132,GB 1
way/245715468-132,GB 4
way/247279711-132,GB 25
way/248072758-132,GB 7
way/248561277-132,GB 27
way/249373559-132,GB 14
way/249654391-132,GB 24
way/447836701-132,GB 8
way/253091443-132,GB 25
way/254062373-132,GB 6
way/256421165-132,GB 15
way/257311344-400,GB 19
way/260300448-275,GB 23
way/261835453-132,GB 5
way/1078525352-400,GB 23
way/262532045-400,GB 23
way/263863442-400,GB 5
way/264102298-400,GB 10
way/264104518-400,GB 10
way/264371625-275,GB 8
way/576238223-400,GB 11
way/266591872-132,GB 23
way/268640770-132,GB 14
way/273093433-132,GB 2
way/1392517228-132,GB 22
way/280317944-400,GB 22
way/295657862-275,GB 7
way/281221434-132,GB 22
way/282509299-132,GB 22
way/284874050-400,GB 23
way/287418707-132,GB 16
way/331991564-132,GB 8
way/290490975-132,GB 18
way/291637296-132,GB 15
way/291786977-132,GB 6
way/292371992-400,GB 3
way/292471784-400,GB 5
way/292479722-132,GB 7
way/292965497-132,GB 27
way/293583833-132,GB 15
way/294433684-132,GB 22
way/294433685-132,GB 22
way/294764556-132,GB 1
way/295169544-132,GB 27
way/295407192-132,GB 27
way/295407193-132,GB 27
way/295564874-132,GB 7
way/295876243-132,GB 27
way/295887825-132,GB 22
way/296116100-132,GB 18
way/297840585-400,GB 23
way/301671548-132,GB 27
way/302303154-132,GB 14
way/304347104-132,GB 1
way/305074372-132,GB 29
way/305577273-132,GB 14
way/305627318-132,GB 29
way/305627323-132,GB 29
way/305627326-132,GB 29
way/305791136-132,GB 27
way/305791138-132,GB 27
way/1252887977-132,GB 26
way/305791401-132,GB 26
way/840252660-132,GB 27
way/306046719-132,GB 27
way/306451400-275,GB 27
way/306451401-132,GB 25
way/306451402-132,GB 25
way/306451403-132,GB 25
way/306451404-132,GB 26
way/306595697-132,GB 26
way/306595699-132,GB 25
way/306595717-132,GB 26
way/306595720-132,GB 27
way/306595723-132,GB 27
way/306595724-132,GB 26
way/306595725-132,GB 25
way/307717798-132,GB 28
way/307717801-132,GB 28
way/307717802-132,GB 28
way/307717805-132,GB 28
way/307717807-275,GB 24
way/307767554-132,GB 24
way/307767568-132,GB 24
way/307767571-132,GB 24
way/307769998-275,GB 24
way/308313098-132,GB 24
way/308653819-275,GB 23
way/308656179-132,GB 23
way/308724683-275,GB 23
way/308724719-275,GB 23
way/65482882-400,GB 23
way/308795251-132,GB 23
way/308802191-275,GB 23
way/310436909-132,GB 23
way/310436910-132,GB 23
way/310436911-132,GB 23
way/310436922-132,GB 23
way/310437612-132,GB 23
way/310438991-132,GB 23
way/310495252-132,GB 20
way/142740991-400,GB 20
way/310502642-400,GB 21
way/310504462-132,GB 21
way/311840838-275,GB 21
way/313180501-400,GB 19
way/313495269-400,GB 16
way/313756668-132,GB 16
relation/10925187-275,GB 16
way/314338790-400,GB 13
relation/13110369-400,GB 13
way/315213320-275,GB 15
way/315963157-132,GB 14
way/316250865-132,GB 23
way/316450893-132,GB 6
way/319018222-132,GB 14
way/320796264-132,GB 14
way/320868793-132,GB 23
way/321048215-132,GB 15
way/324478960-132,GB 14
way/335589232-275,GB 23
way/336723327-132,GB 15
way/338642221-132,GB 1
way/339008021-275,IE
way/341334196-132,GB 15
way/358553906-132,GB 15
way/364679042-132,GB 14
way/367005272-275,GB 15
way/367008032-132,GB 15
way/371757485-400,GB 8
way/374462930-132,GB 2
way/375639027-132,GB 7
way/375781773-132,GB 15
way/376450057-400,GB 13
way/376687498-132,GB 16
way/376889751-132,GB 14
way/384547558-132,GB 13
way/384967694-132,GB 21
way/391606985-132,GB 16
way/395179660-132,GB 6
way/400789926-132,GB 14
way/402055994-132,GB 15
way/402783212-275,IE
way/403948094-132,GB 15
way/412985304-132,GB 25
way/419111438-132,GB 17
way/422486984-400,GB 24
way/429674919-132,GB 15
way/433545528-220,GB 18
way/444336315-132,GB 16
way/313715056-400,GB 8
way/447366747-132,GB 15
way/447718669-132,GB 8
way/447748328-132,GB 8
way/447788142-132,GB 8
way/447790648-132,GB 8
way/447836700-132,GB 8
way/458743680-132,GB 7
way/460760795-132,GB 14
way/467794254-132,GB 25
way/470662419-132,GB 7
way/471456775-132,GB 13
way/472164401-400,GB 14
way/472289073-275,GB 23
way/474233199-132,GB 23
way/477116465-132,GB 14
way/477304618-132,GB 14
way/477725052-132,GB 14
way/485848761-132,GB 2
way/489819760-132,GB 14
way/494951597-400,GB 8
way/495624573-275,GB 29
way/495624575-275,GB 29
way/495626051-132,GB 29
way/505641208-132,GB 1
way/523433701-132,GB 20
way/528767520-132,GB 7
way/533670766-400,GB 8
way/551254631-132,GB 7
way/551290930-132,GB 1
way/552551706-400,GB 15
way/553488078-132,GB 7
way/553490952-400,GB 7
way/562727162-132,GB 28
way/562727179-132,GB 25
way/562892209-132,GB 27
way/562993469-132,GB 27
way/567187951-275,GB 29
way/567192304-132,GB 29
way/570087440-132,GB 23
way/570087442-132,GB 23
way/570087443-132,GB 23
way/572639801-132,GB 14
way/576029636-132,GB 5
way/576061600-132,GB 15
way/576068927-132,GB 15
way/1110287590-400,GB 20
way/591599808-132,GB 15
way/608433474-132,GB 11
way/609338168-132,GB 9
way/611890321-132,GB 18
way/621953452-132,GB 23
way/624256368-275,GB 29
way/624794977-132,GB 7
way/820229174-275,GB 27
way/630939126-275,GB 29
way/632680585-132,GB 25
way/632685253-132,GB 25
way/633696448-132,GB 26
way/635226843-400,GB 12
way/635229626-400,GB 11
way/635255568-132,GB 6
way/635713005-220,GB 18
way/636658275-132,GB 26
way/636849834-132,GB 23
way/814351697-400,GB 10
way/669394010-132,GB 9
way/669394022-132,GB 9
way/669394026-132,GB 10
way/674264191-132,GB 1
way/675607803-132,GB 8
way/675634654-132,GB 5
way/676067604-132,GB 5
way/676646876-400,GB 23
way/676775628-275,GB 23
way/677510482-275,GB 23
way/677513264-220,GB 28
way/677845115-400,GB 1
way/677876812-132,GB 7
way/22978838-400,GB 2
way/683792577-132,GB 16
way/689624522-275,GB 27
way/689625676-132,GB 27
way/689626274-400,GB 27
way/1386143667-400,GB 11
way/705682535-132,GB 26
way/719386218-132,GB 7
way/730870685-275,GB 24
way/744731469-132,GB 27
way/760272408-132,GB 5
way/762272690-275,GB 27
relation/10695345-400,GB 10
way/773894376-132,GB 16
way/91233446-400,GB 10
way/778717371-275,GB 27
way/796648851-275,GB 16
way/799227918-132,GB 9
way/820223835-132,GB 23
way/820231183-400,GB 26
way/820237569-400,GB 26
way/1255408450-132,GB 16
way/822172558-132,GB 21
way/822222518-132,GB 21
way/827451270-132,GB 7
way/830115947-132,GB 14
way/830281521-132,GB 14
way/830352979-132,GB 14
way/830370922-132,GB 14
way/832403607-132,GB 8
way/839713003-132,GB 14
way/839833890-132,GB 5
way/839963278-132,GB 23
way/840111603-132,GB 23
way/840252662-132,GB 27
way/840677697-132,GB 9
way/841035748-132,GB 28
way/841969488-132,GB 6
way/842452494-132,GB 23
way/842685465-275,GB 27
way/849364126-132,GB 16
way/855656171-132,GB 14
way/857619510-132,GB 12
way/868652318-132,GB 14
way/875923807-132,GB 24
way/930690085-132,GB 7
way/892701417-132,GB 16
way/895564309-400,GB 13
way/899170972-132,GB 13
way/907459589-132,GB 23
way/910014323-132,GB 14
way/915055126-132,GB 14
way/921691198-132,GB 7
way/923031662-132,GB 7
way/923769970-132,GB 1
way/924558413-132,GB 16
way/925179651-400,GB 6
way/939804451-132,GB 7
way/939806126-132,GB 7
way/939808645-132,GB 7
way/939896034-132,GB 7
way/940722020-132,GB 14
way/940778477-132,GB 5
way/940971823-132,GB 16
way/941445083-132,GB 14
way/974781741-132,GB 5
way/978864040-132,GB 15
way/1026414471-132,GB 10
way/1026414472-132,GB 10
way/1026439044-132,GB 11
way/1049638569-400,GB 3
way/1052075643-132,GB 16
way/1052246776-132,GB 15
way/1069658047-132,GB 14
way/1078532568-400,GB 13
way/1087785232-400,GB 5
way/1097582201-400,GB 16
way/1097582204-132,GB 14
way/1116523670-132,GB 27
way/1117585314-132,GB 16
way/23299459-400,GB 8
way/1120489652-275,GB 8
way/1125780380-132,GB 8
way/1126346023-132,GB 29
way/1126346029-132,GB 29
way/1133157406-400,GB 14
relation/13110367-400,GB 7
relation/8824342-275,GB 15
way/1185489725-400,GB 27
way/1214332448-275,GB 18
way/1252341626-275,GB 25
way/1263000218-400,GB 26
way/1263085225-132,GB 27
way/1263095951-400,GB 27
way/1263101680-400,GB 23
way/1271295345-400,GB 10
way/212779654-400,GB 23
way/43303585-400,GB 21
way/1275300370-400,GB 8
way/1297690787-275,GB 21
way/164369466-275,GB 24
way/1311885646-132,GB 1
way/1328249376-132,GB 23
way/1377318457-400,GB 5
way/1379653265-400,GB 3
way/441697429-275,GB 14
way/1382515756-400,GB 1
way/1388533383-220,GB 23
way/1388533384-220,GB 23
way/1389837644-400,GB 11
way/1390449856-132,GB 20
way/1390452745-132,GB 20
way/1392651453-132,GB 21
way/1392651456-132,GB 21
way/1392853091-132,GB 12
way/1393665249-132,GB 16
way/1393796253-150,GB 16
way/1395117767-400,GB 15
way/1409483752-220,GB 27
way/1409483753-220,GB 27
way/1447938901-400,GB 1
way/1449383591-275,GB 8
way/1456919098-132,GB 2
way/1457445285-132,GB 7
way/183749097-220,IE
way/35150701-220,IE
way/42998577-220,IE
way/79803767-220,IE
way/88144450-400,IE
way/88462768-220,IE
way/89760546-220,IE
way/1154822210-220,IE
way/104388595-220,IE
way/104388599-220,IE
way/147525695-220,IE
way/150124101-220,IE
way/179121616-400,IE
way/180637986-220,IE
way/185693432-220,IE
way/185902319-220,IE
way/186889669-220,IE
way/194575030-220,IE
way/194614470-220,IE
way/197846408-220,IE
way/207331199-220,IE
way/207339053-400,IE
way/208124159-220,IE
way/254158424-400,IE
way/255668124-220,IE
way/264275258-275,IE
way/264852019-220,IE
way/266025855-220,IE
way/285823905-220,IE
way/288283900-220,IE
way/374906132-220,IE
way/516651650-220,IE
way/516752881-220,IE
way/547590959-220,IE
way/98820685-220,IE
way/714018181-220,IE
way/819997192-220,IE
way/887405637-220,IE
way/942416227-220,IE
way/1003262502-220,IE
way/22984334-380,NL
way/23094591-150,NL
way/23094921-150,NL
way/23094981-150,NL
way/23095605-150,NL
way/23095791-150,NL
way/23096302-150,NL
way/23096382-150,NL
way/23096966-380,NL
way/23112759-150,NL
way/23112862-150,NL
way/23120968-150,NL
way/23135563-380,NL
way/23135620-150,NL
way/23135627-150,NL
way/129650341-150,NL
way/606847147-380,NL
way/23135864-150,NL
way/23136414-150,NL
way/23137579-150,NL
way/23138003-150,NL
way/23140069-150,NL
way/23140196-150,NL
way/23140502-150,NL
way/1252554144-150,NL
way/23141154-150,NL
way/23640930-150,NL
way/27078167-150,NL
way/41394481-150,NL
way/48914855-150,NL
way/51265419-150,NL
way/51317971-150,NL
way/60475837-150,NL
way/72888152-380,NL
way/83423799-380,NL
way/87177513-150,NL
way/1210501162-380,NL
way/87201685-150,NL
way/87207800-220,NL
way/87207979-150,NL
way/87207986-150,NL
way/87207992-150,NL
way/87208002-150,NL
way/87208003-150,NL
way/87208010-150,NL
way/87208012-150,NL
way/87208015-150,NL
way/87282306-150,NL
way/87322581-150,NL
way/87322583-150,NL
way/87322585-150,NL
way/87322587-150,NL
way/87354306-380,NL
way/87358157-220,NL
way/87364036-150,NL
way/87364043-150,NL
way/87448656-220,NL
way/87787023-150,NL
way/87792499-380,NL
way/87794279-380,NL
way/87847415-150,NL
way/87850288-150,NL
way/88074988-150,NL
way/88075004-150,NL
way/88075018-150,NL
way/88075020-150,NL
way/942640207-380,NL
way/96382843-380,NL
way/101807326-150,NL
way/286767058-150,NL
way/113367686-150,NL
way/115300231-150,NL
way/117705482-150,NL
way/129650340-150,NL
way/129650343-150,NL
way/129650358-150,NL
way/1137461464-150,NL
way/146809673-380,NL
way/146901292-380,NL
way/146908530-150,NL
way/148687862-150,NL
way/155505087-150,NL
