Index,busmap
FR511-225,FR
FR391-225,FR
FR5-225,FR
FR3-225,FR
FR401-225,FR
FR314-225,FR
way/207529602-225,FR
FR318-225,FR
FR282-225,FR
FR658-400,FR
FR1016-225,FR
FR1037-225,FR
FR177-225,FR
FR662-225,FR
FR659-225,FR
FR664-225,FR
FR1029-225,FR
FR801-225,FR
FR923-225,FR
FR235-225,FR
FR183-225,FR
FR353-400,FR
FR479-225,FR
FR963-225,FR
FR964-225,FR
FR4-400,FR
way/1457346332-225,FR
GB435-400,GB 2
way/115762967-400,GB 5
GB399-400,GB 10
GB159-400,GB 16
GB168-400,GB 19
GB144-400,GB 16
way/27163121-400,GB 23
GB433-400,GB 10
GB158-275,GB 15
GB389-275,GB 7
way/884174267-400,GB 7
GB372-275,GB 7
GB328-400,GB 5
GB287-275,GB 14
GB397-275,GB 5
GB217-275,GB 16
GB151-400,GB 15
GB45-400,GB 23
GB32-275,GB 24
GB90-275,GB 21
GB373-275,GB 5
GB164-400,GB 16
GB194-400,GB 13
GB250-400,GB 14
GB238-400,GB 17
GB342-400,GB 7
GB289-275,GB 14
GB384-275,GB 7
GB376-400,GB 5
GB262-275,GB 14
GB119-400,GB 20
GB233-400,GB 22
GB162-400,GB 19
GB165-400,GB 16
GB160-400,GB 16
GB190-275,GB 16
GB156-275,GB 16
GB49-275,GB 23
GB268-400,GB 14
GB198-275,GB 15
GB141-275,GB 16
GB126-275,GB 16
GB251-400,GB 13
GB252-400,GB 14
GB147-275,GB 16
GB396-275,GB 7
GB341-400,GB 5
GB390-400,GB 10
GB317-400,GB 6
GB125-400,GB 20
GB71-400,GB 21
GB283-275,GB 14
GB267-400,GB 14
GB284-275,GB 14
GB258-400,GB 14
GB423-400,GB 3
GB411-400,GB 8
GB401-400,GB 10
GB408-400,GB 5
IE9-220,IE
way/191715059-220,IE
IE15-220,IE
IE32-220,IE
IE20-220,IE
NL10-380,NL
way/720890882-380,NL
NO423-300,NO
NO85-420,NO
NO265-300,NO
NO266-300,NO
NO257-300,NO
NO407-420,NO
NO94-420,NO
NO93-420,NO
NO91-420,NO
NO437-300,NO
NO388-300,NO
NO164-420,NO
NO163-420,NO
NO333-420,NO
NO251-420,NO
relation/7821503-420,NO
way/546803770-420,NO
NO346-300,NO
way/51854396-420,NO
NO64-420,NO
NO62-420,NO
NO77-420,NO
NO315-420,NO
NO311-420,NO
NO309-420,NO
NO303-420,NO
NO304-420,NO
NO329-300,NO
NO336-300,NO
NO335-300,NO
NO328-300,NO
NO361-300,NO
NO227-300,NO
NO226-300,NO
NO234-300,NO
NO253-420,NO
NO217-420,NO
relation/11520073-420,NO
NO207-420,NO
NO202-420,NO
NO205-420,NO
NO193-420,NO
NO195-420,NO
NO184-420,NO
NO178-420,NO
NO185-420,NO
NO169-420,NO
NO301-300,NO
NO367-420,NO
NO380-300,NO
NO383-300,NO
NO381-420,NO
relation/11520250-420,NO
NO408-420,NO
NO49-420,NO
NO56-420,NO
NO75-420,NO
NO73-420,NO
NO72-420,NO
NO71-420,NO
NO74-420,NO
NO65-420,NO
NO70-420,NO
NO57-420,NO
NO84-420,NO
NO95-420,NO
NO98-420,NO
NO100-420,NO
NO289-300,NO
NO277-300,NO
NO286-300,NO
NO351-300,NO
NO419-420,NO
NO420-420,NO
NO96-420,NO
NO89-420,NO
NO428-420,NO
NO269-420,NO
NO259-420,NO
NO264-420,NO
NO255-420,NO
way/392090271-400,BE
BE4-220,BE
BE6-220,BE
BE2-220,BE
BE3-220,BE
DK20-400,DK
DK21-400,DK
DK29-220,DK
DK119-400,DK
DK153-220,DK
FR126-225,FR
FR863-225,FR
GB234-400,GB 22
way/447746257-400,GB 8
GB230-220,GB 12
GB185-254,GB 16
GB41-275,GB 23
GB2-220,GB 27
GB297-220,GB 11
GB140-220,GB 19
GB206-220,GB 13
GB3-220,GB 26
GB201-275,GB 16
GB31-220,GB 23
GB20-220,GB 25
GB6-220,GB 27
GB5-220,GB 27
IE10-220,IE
IE8-220,IE
way/920899730-380,NL
NO417-300,NO
NO416-420,NO
NO223-300,NO
BE39-380,BE
FR858-225,FR
way/147394009-225,FR
FR446-225,FR
way/207804575-225,FR
FR961-225,FR
FR909-225,FR
FR846-225,FR
FR745-225,FR
FR808-400,FR
FR284-225,FR
FR463-225,FR
FR490-225,FR
FR691-225,FR
FR877-225,FR
FR982-225,FR
FR888-225,FR
FR190-225,FR
FR161-225,FR
FR413-225,FR
FR276-225,FR
FR281-225,FR
FR332-225,FR
FR306-225,FR
FR212-225,FR
FR138-225,FR
FR179-225,FR
FR173-225,FR
FR958-225,FR
FR186-225,FR
FR536-225,FR
FR1041-225,FR
way/129795155-225,FR
FR562-225,FR
FR77-225,FR
FR124-225,FR
way/68589514-400,FR
FR52-225,FR
FR241-225,FR
GB48-400,GB 23
way/1167713593-275,GB 15
way/239248206-400,GB 27
way/1177951352-400,GB 25
GB36-400,GB 24
way/495512689-400,GB 25
way/32809758-400,GB 25
way/52980661-275,GB 26
GB117-400,GB 20
way/108557253-330,GB 5
GB38-525,GB 23
way/160580052-525,GB 16
NL52-380,NL
NL1-220,NL
NL2-220,NL
NL48-220,NL
NL47-220,NL
NL30-220,NL
NL17-220,NL
NL16-220,NL
NL42-380,NL
BE45-150,BE
BE11-150,BE
BE97-150,BE
BE128-150,BE
DK122-150,DK
DK42-150,DK
FR950-150,FR
GB427-132,GB 9
GB382-132,GB 8
GB145-132,GB 16
GB42-132,GB 23
GB333-132,GB 5
GB203-132,GB 15
GB442-132,GB 9
GB278-132,GB 11
GB404-132,GB 5
GB381-132,GB 5
GB30-132,GB 25
GB345-132,GB 5
GB300-132,GB 14
GB299-132,GB 14
GB46-132,GB 24
GB55-132,GB 23
GB422-132,GB 2
GB340-132,GB 10
GB178-132,GB 15
GB364-132,GB 5
GB37-132,GB 24
GB447-132,GB 1
GB443-132,GB 1
GB175-132,GB 15
GB406-132,GB 8
GB136-132,GB 20
GB271-132,GB 11
GB304-132,GB 7
GB16-132,GB 26
GB96-132,GB 21
GB169-132,GB 15
GB186-132,GB 15
GB10-132,GB 26
GB21-132,GB 25
GB226-132,GB 15
GB187-132,GB 15
GB68-132,GB 23
NO406-132,NO
NO42-132,NO
NO22-132,NO
NO36-132,NO
NO405-132,NO
NO90-132,NO
NO413-132,NO
NO176-132,NO
NO222-132,NO
NO246-132,NO
NO245-132,NO
NO409-132,NO
NO61-132,NO
NO209-132,NO
NO39-132,NO
NO34-132,NO
NO58-132,NO
NO55-132,NO
NO99-132,NO
NO412-132,NO
NO425-132,NO
NO110-132,NO
NO113-132,NO
NO123-132,NO
NO144-132,NO
NO332-132,NO
NO254-132,NO
BE47-150,BE
way/238858684-150,BE
way/1424655154-150,BE
DK12-150,DK
GB403-132,GB 10
GB371-150,GB 10
GB323-132,GB 11
GB123-145,GB 20
GB285-132,GB 14
GB367-150,GB 10
GB440-150,GB 9
GB14-132,GB 27
GB274-132,GB 14
GB370-132,GB 7
GB248-132,GB 14
GB124-132,GB 16
GB199-132,GB 15
GB303-132,GB 6
GB320-132,GB 11
GB437-132,GB 9
NL45-150,NL
NO321-132,NO
DK148-132,DK
DK27-150,DK
way/132620453-150,DK
DK109-132,DK
GB402-132,GB 5
GB23-132,GB 25
GB363-132,GB 5
way/87529551-400,BE
FR319-225,FR
FR448-400,FR
FR748-225,FR
FR774-225,FR
FR518-225,FR
FR36-225,FR
FR945-225,FR
FR821-225,FR
FR76-225,FR
FR952-225,FR
FR189-225,FR
FR652-225,FR
way/193292042-400,FR
FR91-225,FR
FR520-400,FR
FR358-400,FR
GB43-275,GB 23
GB413-400,GB 8
NL54-380,NL
way/167676457-380,NL
NO362-300,NO
NO358-300,NO
NO167-420,NO
NO319-420,NO
NO357-300,NO
NO228-300,NO
NO179-420,NO
NO279-300,NO
NO43-420,NO
NO429-420,NO
way/500788534-400,BE
DK102-220,DK
DK146-220,DK
DK81-400,DK
FR597-225,FR
GB237-400,GB 22
GB139-254,GB 16
GB120-220,GB 20
way/636630368-400,GB 2
GB409-275,GB 8
IE12-220,IE
NO387-300,NO
BE131-225,BE
way/99216726-400,DK
FR999-225,FR
way/92737152-400,GB 15
way/129414137-330,GB 5
way/200511209-525,GB 21
way/133323988-525,GB 26
NL32-220,NL
NL18-220,NL
way/88373135-400,BE
way/975637991,GB 29
